序号,全称,级别,类型,级别标签,类型标签,组合标签,细分标签,上级,省,地理大区,备注
2382,成都市金牛区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,成都市,四川省,西南,
2383,成都市武侯区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,成都市,四川省,西南,
2384,成都市成华区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,成都市,四川省,西南,
2385,成都市龙泉驿区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,成都市,四川省,西南,
2386,成都市青白江区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,成都市,四川省,西南,
2387,成都市新都区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,成都市,四川省,西南,
2388,成都市温江区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,成都市,四川省,西南,
2389,成都市双流区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,成都市,四川省,西南,
2390,成都市郫都区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,成都市,四川省,西南,
2391,成都市新津区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,成都市,四川省,西南,
2392,成都市金堂县政协,县级,县,县级,县,"县级政协,县政协",,成都市,四川省,西南,
2393,成都市大邑县政协,县级,县,县级,县,"县级政协,县政协",,成都市,四川省,西南,
2394,成都市蒲江县政协,县级,县,县级,县,"县级政协,县政协",,成都市,四川省,西南,
2395,成都市都江堰市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,成都市,四川省,西南,
2396,成都市彭州市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,成都市,四川省,西南,
2397,成都市邛崃市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,成都市,四川省,西南,
2398,成都市崇州市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,成都市,四川省,西南,
2399,成都市简阳市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,成都市,四川省,西南,
2400,自贡市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,自贡市,四川省,西南,
2401,自贡市自流井区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,自贡市,四川省,西南,
2402,自贡市贡井区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,自贡市,四川省,西南,
2403,自贡市大安区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,自贡市,四川省,西南,
2404,自贡市沿滩区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,自贡市,四川省,西南,
2405,自贡市荣县政协,县级,县,县级,县,"县级政协,县政协",,自贡市,四川省,西南,
2406,自贡市富顺县政协,县级,县,县级,县,"县级政协,县政协",,自贡市,四川省,西南,
2407,攀枝花市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,攀枝花市,四川省,西南,
2408,攀枝花市东区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,攀枝花市,四川省,西南,
2409,攀枝花市西区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,攀枝花市,四川省,西南,
2410,攀枝花市仁和区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,攀枝花市,四川省,西南,
2411,攀枝花市米易县政协,县级,县,县级,县,"县级政协,县政协",,攀枝花市,四川省,西南,
2412,攀枝花市盐边县政协,县级,县,县级,县,"县级政协,县政协",,攀枝花市,四川省,西南,
2413,泸州市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,泸州市,四川省,西南,
2414,泸州市江阳区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,泸州市,四川省,西南,
2415,泸州市纳溪区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,泸州市,四川省,西南,
2416,泸州市龙马潭区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,泸州市,四川省,西南,
2417,泸州市泸县政协,县级,县,县级,县,"县级政协,县政协",,泸州市,四川省,西南,
2418,泸州市合江县政协,县级,县,县级,县,"县级政协,县政协",,泸州市,四川省,西南,
2419,泸州市叙永县政协,县级,县,县级,县,"县级政协,县政协",,泸州市,四川省,西南,
2420,泸州市古蔺县政协,县级,县,县级,县,"县级政协,县政协",,泸州市,四川省,西南,
2421,德阳市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,德阳市,四川省,西南,
2422,德阳市旌阳区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,德阳市,四川省,西南,
2423,德阳市罗江区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,德阳市,四川省,西南,
2424,德阳市中江县政协,县级,县,县级,县,"县级政协,县政协",,德阳市,四川省,西南,
2425,德阳市广汉市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,德阳市,四川省,西南,
2426,德阳市什邡市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,德阳市,四川省,西南,
2427,德阳市绵竹市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,德阳市,四川省,西南,
2428,绵阳市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,绵阳市,四川省,西南,
2429,绵阳市涪城区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,绵阳市,四川省,西南,
2430,绵阳市游仙区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,绵阳市,四川省,西南,
2431,绵阳市安州区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,绵阳市,四川省,西南,
2432,绵阳市三台县政协,县级,县,县级,县,"县级政协,县政协",,绵阳市,四川省,西南,
2433,绵阳市盐亭县政协,县级,县,县级,县,"县级政协,县政协",,绵阳市,四川省,西南,
2434,绵阳市梓潼县政协,县级,县,县级,县,"县级政协,县政协",,绵阳市,四川省,西南,
2435,绵阳市北川羌族自治县政协,县级,自治县,县级,自治县,"县级政协,自治县政协",,绵阳市,四川省,西南,
2436,绵阳市平武县政协,县级,县,县级,县,"县级政协,县政协",,绵阳市,四川省,西南,
2437,绵阳市江油市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,绵阳市,四川省,西南,
2438,广元市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,广元市,四川省,西南,
2439,广元市利州区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,广元市,四川省,西南,
2440,广元市昭化区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,广元市,四川省,西南,
2441,广元市朝天区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,广元市,四川省,西南,
2442,广元市旺苍县政协,县级,县,县级,县,"县级政协,县政协",,广元市,四川省,西南,
2443,广元市青川县政协,县级,县,县级,县,"县级政协,县政协",,广元市,四川省,西南,
2444,广元市剑阁县政协,县级,县,县级,县,"县级政协,县政协",,广元市,四川省,西南,
2445,广元市苍溪县政协,县级,县,县级,县,"县级政协,县政协",,广元市,四川省,西南,
2446,遂宁市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,遂宁市,四川省,西南,
2447,遂宁市船山区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,遂宁市,四川省,西南,
2448,遂宁市安居区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,遂宁市,四川省,西南,
2449,遂宁市蓬溪县政协,县级,县,县级,县,"县级政协,县政协",,遂宁市,四川省,西南,
2450,遂宁市大英县政协,县级,县,县级,县,"县级政协,县政协",,遂宁市,四川省,西南,
2451,遂宁市射洪市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,遂宁市,四川省,西南,
2452,内江市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,内江市,四川省,西南,
2453,内江市市中区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,内江市,四川省,西南,
2454,内江市东兴区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,内江市,四川省,西南,
2455,内江市威远县政协,县级,县,县级,县,"县级政协,县政协",,内江市,四川省,西南,
2456,内江市资中县政协,县级,县,县级,县,"县级政协,县政协",,内江市,四川省,西南,
2457,内江市隆昌市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,内江市,四川省,西南,
2458,乐山市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,乐山市,四川省,西南,
2459,乐山市市中区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,乐山市,四川省,西南,
2460,乐山市沙湾区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,乐山市,四川省,西南,
2461,乐山市五通桥区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,乐山市,四川省,西南,
2462,乐山市金口河区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,乐山市,四川省,西南,
2463,乐山市犍为县政协,县级,县,县级,县,"县级政协,县政协",,乐山市,四川省,西南,
2464,乐山市井研县政协,县级,县,县级,县,"县级政协,县政协",,乐山市,四川省,西南,
2465,乐山市夹江县政协,县级,县,县级,县,"县级政协,县政协",,乐山市,四川省,西南,
2466,乐山市沐川县政协,县级,县,县级,县,"县级政协,县政协",,乐山市,四川省,西南,
2467,乐山市峨边彝族自治县政协,县级,自治县,县级,自治县,"县级政协,自治县政协",,乐山市,四川省,西南,
2468,乐山市马边彝族自治县政协,县级,自治县,县级,自治县,"县级政协,自治县政协",,乐山市,四川省,西南,
2469,乐山市峨眉山市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,乐山市,四川省,西南,
2470,南充市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,南充市,四川省,西南,
2471,南充市顺庆区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,南充市,四川省,西南,
2472,南充市高坪区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,南充市,四川省,西南,
2473,南充市嘉陵区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,南充市,四川省,西南,
2474,南充市南部县政协,县级,县,县级,县,"县级政协,县政协",,南充市,四川省,西南,
2475,南充市营山县政协,县级,县,县级,县,"县级政协,县政协",,南充市,四川省,西南,
2476,南充市蓬安县政协,县级,县,县级,县,"县级政协,县政协",,南充市,四川省,西南,
2477,南充市仪陇县政协,县级,县,县级,县,"县级政协,县政协",,南充市,四川省,西南,
2478,南充市西充县政协,县级,县,县级,县,"县级政协,县政协",,南充市,四川省,西南,
2479,南充市阆中市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,南充市,四川省,西南,
2480,眉山市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,眉山市,四川省,西南,
2481,眉山市东坡区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,眉山市,四川省,西南,
2482,眉山市彭山区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,眉山市,四川省,西南,
2483,眉山市仁寿县政协,县级,县,县级,县,"县级政协,县政协",,眉山市,四川省,西南,
2484,眉山市洪雅县政协,县级,县,县级,县,"县级政协,县政协",,眉山市,四川省,西南,
2485,眉山市丹棱县政协,县级,县,县级,县,"县级政协,县政协",,眉山市,四川省,西南,
2486,眉山市青神县政协,县级,县,县级,县,"县级政协,县政协",,眉山市,四川省,西南,
2487,宜宾市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,宜宾市,四川省,西南,
2488,宜宾市翠屏区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,宜宾市,四川省,西南,
2489,宜宾市南溪区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,宜宾市,四川省,西南,
2490,宜宾市叙州区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,宜宾市,四川省,西南,
2491,宜宾市江安县政协,县级,县,县级,县,"县级政协,县政协",,宜宾市,四川省,西南,
2492,宜宾市长宁县政协,县级,县,县级,县,"县级政协,县政协",,宜宾市,四川省,西南,
2493,宜宾市高县政协,县级,县,县级,县,"县级政协,县政协",,宜宾市,四川省,西南,
2494,宜宾市珙县政协,县级,县,县级,县,"县级政协,县政协",,宜宾市,四川省,西南,
2495,宜宾市筠连县政协,县级,县,县级,县,"县级政协,县政协",,宜宾市,四川省,西南,
2496,宜宾市兴文县政协,县级,县,县级,县,"县级政协,县政协",,宜宾市,四川省,西南,
2497,宜宾市屏山县政协,县级,县,县级,县,"县级政协,县政协",,宜宾市,四川省,西南,
2498,广安市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,广安市,四川省,西南,
2499,广安市广安区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,广安市,四川省,西南,
2500,广安市前锋区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,广安市,四川省,西南,
2501,广安市岳池县政协,县级,县,县级,县,"县级政协,县政协",,广安市,四川省,西南,
2502,广安市武胜县政协,县级,县,县级,县,"县级政协,县政协",,广安市,四川省,西南,
2503,广安市邻水县政协,县级,县,县级,县,"县级政协,县政协",,广安市,四川省,西南,
2504,广安市华蓥市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,广安市,四川省,西南,
2505,达州市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,达州市,四川省,西南,
2506,达州市通川区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,达州市,四川省,西南,
2507,达州市达川区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,达州市,四川省,西南,
2508,达州市宣汉县政协,县级,县,县级,县,"县级政协,县政协",,达州市,四川省,西南,
2509,达州市开江县政协,县级,县,县级,县,"县级政协,县政协",,达州市,四川省,西南,
2510,达州市大竹县政协,县级,县,县级,县,"县级政协,县政协",,达州市,四川省,西南,
2511,达州市渠县政协,县级,县,县级,县,"县级政协,县政协",,达州市,四川省,西南,
2512,达州市万源市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,达州市,四川省,西南,
2513,雅安市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,雅安市,四川省,西南,
2514,雅安市雨城区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,雅安市,四川省,西南,
2515,雅安市名山区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,雅安市,四川省,西南,
2516,雅安市荥经县政协,县级,县,县级,县,"县级政协,县政协",,雅安市,四川省,西南,
2517,雅安市汉源县政协,县级,县,县级,县,"县级政协,县政协",,雅安市,四川省,西南,
2518,雅安市石棉县政协,县级,县,县级,县,"县级政协,县政协",,雅安市,四川省,西南,
2519,雅安市天全县政协,县级,县,县级,县,"县级政协,县政协",,雅安市,四川省,西南,
2520,雅安市芦山县政协,县级,县,县级,县,"县级政协,县政协",,雅安市,四川省,西南,
2521,雅安市宝兴县政协,县级,县,县级,县,"县级政协,县政协",,雅安市,四川省,西南,
2522,巴中市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,巴中市,四川省,西南,
2523,巴中市巴州区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,巴中市,四川省,西南,
2524,巴中市恩阳区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,巴中市,四川省,西南,
2525,巴中市通江县政协,县级,县,县级,县,"县级政协,县政协",,巴中市,四川省,西南,
2526,巴中市南江县政协,县级,县,县级,县,"县级政协,县政协",,巴中市,四川省,西南,
2527,巴中市平昌县政协,县级,县,县级,县,"县级政协,县政协",,巴中市,四川省,西南,
2528,资阳市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,资阳市,四川省,西南,
2529,资阳市雁江区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,资阳市,四川省,西南,
2530,资阳市安岳县政协,县级,县,县级,县,"县级政协,县政协",,资阳市,四川省,西南,
2531,资阳市乐至县政协,县级,县,县级,县,"县级政协,县政协",,资阳市,四川省,西南,
2532,阿坝藏族羌族自治州政协,地级,自治州,地级,自治州,"地级政协,自治州政协",,阿坝藏族羌族自治州,四川省,西南,
2533,阿坝藏族羌族自治州马尔康市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,阿坝藏族羌族自治州,四川省,西南,
2534,阿坝藏族羌族自治州汶川县政协,县级,县,县级,县,"县级政协,县政协",,阿坝藏族羌族自治州,四川省,西南,
2535,阿坝藏族羌族自治州理县政协,县级,县,县级,县,"县级政协,县政协",,阿坝藏族羌族自治州,四川省,西南,
2536,阿坝藏族羌族自治州茂县政协,县级,县,县级,县,"县级政协,县政协",,阿坝藏族羌族自治州,四川省,西南,
2537,阿坝藏族羌族自治州松潘县政协,县级,县,县级,县,"县级政协,县政协",,阿坝藏族羌族自治州,四川省,西南,
2538,阿坝藏族羌族自治州九寨沟县政协,县级,县,县级,县,"县级政协,县政协",,阿坝藏族羌族自治州,四川省,西南,
2539,阿坝藏族羌族自治州金川县政协,县级,县,县级,县,"县级政协,县政协",,阿坝藏族羌族自治州,四川省,西南,
2540,阿坝藏族羌族自治州小金县政协,县级,县,县级,县,"县级政协,县政协",,阿坝藏族羌族自治州,四川省,西南,
2541,阿坝藏族羌族自治州黑水县政协,县级,县,县级,县,"县级政协,县政协",,阿坝藏族羌族自治州,四川省,西南,
2542,阿坝藏族羌族自治州壤塘县政协,县级,县,县级,县,"县级政协,县政协",,阿坝藏族羌族自治州,四川省,西南,
2543,阿坝藏族羌族自治州阿坝县政协,县级,县,县级,县,"县级政协,县政协",,阿坝藏族羌族自治州,四川省,西南,
2544,阿坝藏族羌族自治州若尔盖县政协,县级,县,县级,县,"县级政协,县政协",,阿坝藏族羌族自治州,四川省,西南,
2545,阿坝藏族羌族自治州红原县政协,县级,县,县级,县,"县级政协,县政协",,阿坝藏族羌族自治州,四川省,西南,
2546,甘孜藏族自治州政协,地级,自治州,地级,自治州,"地级政协,自治州政协",,甘孜藏族自治州,四川省,西南,
2547,甘孜藏族自治州康定市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,甘孜藏族自治州,四川省,西南,
2548,甘孜藏族自治州泸定县政协,县级,县,县级,县,"县级政协,县政协",,甘孜藏族自治州,四川省,西南,
2549,甘孜藏族自治州丹巴县政协,县级,县,县级,县,"县级政协,县政协",,甘孜藏族自治州,四川省,西南,
2550,甘孜藏族自治州九龙县政协,县级,县,县级,县,"县级政协,县政协",,甘孜藏族自治州,四川省,西南,
2551,甘孜藏族自治州雅江县政协,县级,县,县级,县,"县级政协,县政协",,甘孜藏族自治州,四川省,西南,
2552,甘孜藏族自治州道孚县政协,县级,县,县级,县,"县级政协,县政协",,甘孜藏族自治州,四川省,西南,
2553,甘孜藏族自治州炉霍县政协,县级,县,县级,县,"县级政协,县政协",,甘孜藏族自治州,四川省,西南,
2554,甘孜藏族自治州甘孜县政协,县级,县,县级,县,"县级政协,县政协",,甘孜藏族自治州,四川省,西南,
2555,甘孜藏族自治州新龙县政协,县级,县,县级,县,"县级政协,县政协",,甘孜藏族自治州,四川省,西南,
2556,甘孜藏族自治州德格县政协,县级,县,县级,县,"县级政协,县政协",,甘孜藏族自治州,四川省,西南,
2557,甘孜藏族自治州白玉县政协,县级,县,县级,县,"县级政协,县政协",,甘孜藏族自治州,四川省,西南,
2558,甘孜藏族自治州石渠县政协,县级,县,县级,县,"县级政协,县政协",,甘孜藏族自治州,四川省,西南,
2559,甘孜藏族自治州色达县政协,县级,县,县级,县,"县级政协,县政协",,甘孜藏族自治州,四川省,西南,
2560,甘孜藏族自治州理塘县政协,县级,县,县级,县,"县级政协,县政协",,甘孜藏族自治州,四川省,西南,
2561,甘孜藏族自治州巴塘县政协,县级,县,县级,县,"县级政协,县政协",,甘孜藏族自治州,四川省,西南,
2562,甘孜藏族自治州乡城县政协,县级,县,县级,县,"县级政协,县政协",,甘孜藏族自治州,四川省,西南,
2563,甘孜藏族自治州稻城县政协,县级,县,县级,县,"县级政协,县政协",,甘孜藏族自治州,四川省,西南,
2564,甘孜藏族自治州得荣县政协,县级,县,县级,县,"县级政协,县政协",,甘孜藏族自治州,四川省,西南,
2565,凉山彝族自治州政协,地级,自治州,地级,自治州,"地级政协,自治州政协",,凉山彝族自治州,四川省,西南,
2566,凉山彝族自治州西昌市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,凉山彝族自治州,四川省,西南,
2567,凉山彝族自治州会理市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,凉山彝族自治州,四川省,西南,
2568,凉山彝族自治州木里藏族自治县政协,县级,自治县,县级,自治县,"县级政协,自治县政协",,凉山彝族自治州,四川省,西南,
2569,凉山彝族自治州盐源县政协,县级,县,县级,县,"县级政协,县政协",,凉山彝族自治州,四川省,西南,
2570,凉山彝族自治州德昌县政协,县级,县,县级,县,"县级政协,县政协",,凉山彝族自治州,四川省,西南,
2571,凉山彝族自治州会东县政协,县级,县,县级,县,"县级政协,县政协",,凉山彝族自治州,四川省,西南,
2572,凉山彝族自治州宁南县政协,县级,县,县级,县,"县级政协,县政协",,凉山彝族自治州,四川省,西南,
2573,凉山彝族自治州普格县政协,县级,县,县级,县,"县级政协,县政协",,凉山彝族自治州,四川省,西南,
2574,凉山彝族自治州布拖县政协,县级,县,县级,县,"县级政协,县政协",,凉山彝族自治州,四川省,西南,
2575,凉山彝族自治州金阳县政协,县级,县,县级,县,"县级政协,县政协",,凉山彝族自治州,四川省,西南,
2576,凉山彝族自治州昭觉县政协,县级,县,县级,县,"县级政协,县政协",,凉山彝族自治州,四川省,西南,
2577,凉山彝族自治州喜德县政协,县级,县,县级,县,"县级政协,县政协",,凉山彝族自治州,四川省,西南,
2578,凉山彝族自治州冕宁县政协,县级,县,县级,县,"县级政协,县政协",,凉山彝族自治州,四川省,西南,
2579,凉山彝族自治州越西县政协,县级,县,县级,县,"县级政协,县政协",,凉山彝族自治州,四川省,西南,
2580,凉山彝族自治州甘洛县政协,县级,县,县级,县,"县级政协,县政协",,凉山彝族自治州,四川省,西南,
2581,凉山彝族自治州美姑县政协,县级,县,县级,县,"县级政协,县政协",,凉山彝族自治州,四川省,西南,
2582,凉山彝族自治州雷波县政协,县级,县,县级,县,"县级政协,县政协",,凉山彝族自治州,四川省,西南,
2583,贵州省政协,省级,省,省级,省,"省级政协,省政协",,,贵州省,西南,
2584,贵阳市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,贵阳市,贵州省,西南,
2585,贵阳市南明区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,贵阳市,贵州省,西南,
2586,贵阳市云岩区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,贵阳市,贵州省,西南,
2587,贵阳市花溪区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,贵阳市,贵州省,西南,
2588,贵阳市乌当区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,贵阳市,贵州省,西南,
2589,贵阳市白云区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,贵阳市,贵州省,西南,
2590,贵阳市观山湖区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,贵阳市,贵州省,西南,
2591,贵阳市开阳县政协,县级,县,县级,县,"县级政协,县政协",,贵阳市,贵州省,西南,
2592,贵阳市息烽县政协,县级,县,县级,县,"县级政协,县政协",,贵阳市,贵州省,西南,
2593,贵阳市修文县政协,县级,县,县级,县,"县级政协,县政协",,贵阳市,贵州省,西南,
2594,贵阳市清镇市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,贵阳市,贵州省,西南,
2595,六盘水市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,六盘水市,贵州省,西南,
2596,六盘水市钟山区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,六盘水市,贵州省,西南,
2597,六盘水市六枝特区政协,县级,特区,县级,特区,"县级政协,特区政协",,六盘水市,贵州省,西南,
2598,六盘水市水城区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,六盘水市,贵州省,西南,
2599,六盘水市盘州市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,六盘水市,贵州省,西南,
2600,遵义市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,遵义市,贵州省,西南,
2601,遵义市红花岗区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,遵义市,贵州省,西南,
2602,遵义市汇川区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,遵义市,贵州省,西南,
2603,遵义市播州区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,遵义市,贵州省,西南,
2604,遵义市桐梓县政协,县级,县,县级,县,"县级政协,县政协",,遵义市,贵州省,西南,
2605,遵义市绥阳县政协,县级,县,县级,县,"县级政协,县政协",,遵义市,贵州省,西南,
2606,遵义市正安县政协,县级,县,县级,县,"县级政协,县政协",,遵义市,贵州省,西南,
2607,遵义市道真仡佬族苗族自治县政协,县级,自治县,县级,自治县,"县级政协,自治县政协",,遵义市,贵州省,西南,
2608,遵义市务川仡佬族苗族自治县政协,县级,自治县,县级,自治县,"县级政协,自治县政协",,遵义市,贵州省,西南,
2609,遵义市凤冈县政协,县级,县,县级,县,"县级政协,县政协",,遵义市,贵州省,西南,
2610,遵义市湄潭县政协,县级,县,县级,县,"县级政协,县政协",,遵义市,贵州省,西南,
2611,遵义市余庆县政协,县级,县,县级,县,"县级政协,县政协",,遵义市,贵州省,西南,
2612,遵义市习水县政协,县级,县,县级,县,"县级政协,县政协",,遵义市,贵州省,西南,
2613,遵义市赤水市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,遵义市,贵州省,西南,
2614,遵义市仁怀市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,遵义市,贵州省,西南,
2615,安顺市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,安顺市,贵州省,西南,
2616,安顺市西秀区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,安顺市,贵州省,西南,
2617,安顺市平坝区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,安顺市,贵州省,西南,
2618,安顺市普定县政协,县级,县,县级,县,"县级政协,县政协",,安顺市,贵州省,西南,
2619,安顺市镇宁布依族苗族自治县政协,县级,自治县,县级,自治县,"县级政协,自治县政协",,安顺市,贵州省,西南,
2620,安顺市关岭布依族苗族自治县政协,县级,自治县,县级,自治县,"县级政协,自治县政协",,安顺市,贵州省,西南,
2621,安顺市紫云苗族布依族自治县政协,县级,自治县,县级,自治县,"县级政协,自治县政协",,安顺市,贵州省,西南,
2622,毕节市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,毕节市,贵州省,西南,
2623,毕节市七星关区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,毕节市,贵州省,西南,
2624,毕节市大方县政协,县级,县,县级,县,"县级政协,县政协",,毕节市,贵州省,西南,
2625,毕节市金沙县政协,县级,县,县级,县,"县级政协,县政协",,毕节市,贵州省,西南,
2626,毕节市织金县政协,县级,县,县级,县,"县级政协,县政协",,毕节市,贵州省,西南,
2627,毕节市纳雍县政协,县级,县,县级,县,"县级政协,县政协",,毕节市,贵州省,西南,
2628,毕节市威宁彝族回族苗族自治县政协,县级,自治县,县级,自治县,"县级政协,自治县政协",,毕节市,贵州省,西南,
2629,毕节市赫章县政协,县级,县,县级,县,"县级政协,县政协",,毕节市,贵州省,西南,
2630,毕节市黔西市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,毕节市,贵州省,西南,
2631,铜仁市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,铜仁市,贵州省,西南,
2632,铜仁市碧江区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,铜仁市,贵州省,西南,
